,0,1,2,3
raw,0.9326792041428182,0.8945216680294358,0.8511856091578087,0.8179340419732897
coteaching,0.9326792041428182,0.9264104660670482,0.9174161896974653,0.9021531752521122
contra,0.9326792041428182,0.8081221041155628,0.7950395203052603,0.7838648133006269
