,0,1,2,3
raw,0.9281733177457814,0.9224619096752902,0.9180141116135744,0.916256604400237
coteaching,0.9281733177457814,0.9290672783402248,0.9282619881280799,0.923239185393326
contra,0.9281733177457814,0.8770389754808681,0.8585111982267039,0.8438005808730527
