,accuracy
pretrain,89.26137912237667
inc_train,4.933224311801581
Coteaching,50.83128917961297
Coteachingplus,28.618152085036794
Decoupling,47.86045243935677
DISC,35.92259471245571
ELR,35.32297628781684
GJS,33.415099482147724
JoCoR,28.40010902153175
NegativeLearning,63.58680839465794
PENCIL,3.624965930771327
FT,9.811937857726901
GA,5.9689288634505315
GA_l1,11.747070046334152
wfisher,15.235759062414827
CRUL,78.3864813300627
