,accuracy
pretrain,89.26137912237667
inc_train,82.7200872172254
Coteaching,67.62060506950122
Coteachingplus,88.98882529299537
Decoupling,88.44371763423275
DISC,67.72962660125374
ELR,72.25402016898337
GJS,72.98991550831289
JoCoR,84.68247478877078
NegativeLearning,90.43336058871627
PENCIL,85.20032706459526
FT,85.6091578086672
GA,89.04333605887163
GA_l1,76.83292450258926
wfisher,84.08285636413191
CRUL,92.259471245571
