,0,1,2,3
raw,0.9283183428727174,0.8765331152902698,0.8381030253475061,0.7925865358408286
coteaching,0.9283183428727174,0.9201417279912782,0.9122376669392205,0.8980648678113927
contra,0.9283183428727174,0.8381030253475061,0.8195693649495776,0.7825020441537204
