,0,1,2,3
raw,0.9293015216266898,0.9242831573767974,0.9127190599471469,0.9094722337846438
coteaching,0.9293015216266898,0.9285702208262852,0.926886692981605,0.9226217378348732
contra,0.9293015216266898,0.8536171762321111,0.8464472612632064,0.8491992120505876
