,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36
0,pretrain,0.9457364341085271,0.054263565891472854,0.8,0.9375,0.7647058823529411,0.9473684210526315,0.9583333333333334,1.0,0.9285714285714286,1.0,0.9473684210526315,0.88,1.0,0.8181818181818182,0.9333333333333333,0.9545454545454546,0.95,1.0,0.8823529411764706,1.0,1.0,0.8095238095238095,0.95,1.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.9523809523809523,0.95,0.875,0.9545454545454546,1.0,1.0,0.95,1.0,0.9375
1,inctrain,0.0031007751937984496,0.9968992248062015,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Coteaching,0.5953488372093023,0.4046511627906977,0.9333333333333333,0.9375,1.0,0.10526315789473684,1.0,0.0,0.14285714285714285,1.0,0.0,0.96,0.058823529411764705,1.0,0.0,0.7272727272727273,0.15,0.2857142857142857,0.0,0.8125,0.7058823529411765,0.6666666666666666,1.0,0.75,0.8125,0.3157894736842105,1.0,1.0,0.8,0.0,0.8571428571428571,0.8,0.25,0.7272727272727273,0.9375,0.47619047619047616,0.0,0.8666666666666667,0.875
3,Coteachingplus,0.834108527131783,0.16589147286821704,0.4666666666666667,0.8125,0.8235294117647058,0.7894736842105263,0.9166666666666666,0.7894736842105263,1.0,0.8666666666666667,0.6842105263157895,0.92,1.0,0.7272727272727273,0.4,1.0,0.7,0.07142857142857142,0.9411764705882353,0.9375,0.9411764705882353,0.6666666666666666,0.85,0.9375,0.9375,1.0,0.8823529411764706,0.9333333333333333,0.8,1.0,1.0,0.95,0.375,0.9090909090909091,0.75,1.0,0.85,0.9333333333333333,0.9375
4,Decoupling,0.8372093023255814,0.16279069767441856,0.6,0.75,0.9411764705882353,0.631578947368421,0.875,0.9473684210526315,0.9285714285714286,1.0,0.8421052631578947,1.0,1.0,0.6363636363636364,0.8,0.7727272727272727,0.8,0.2857142857142857,0.9411764705882353,0.5,0.9411764705882353,0.8095238095238095,1.0,0.75,0.875,1.0,0.9411764705882353,0.9333333333333333,0.8,0.75,0.8095238095238095,1.0,0.5625,0.9090909090909091,0.875,0.7619047619047619,0.75,1.0,0.9375
5,DISC,0.7271317829457364,0.27286821705426356,0.8666666666666667,0.75,0.8235294117647058,0.8947368421052632,0.6666666666666666,0.3157894736842105,0.8571428571428571,0.8666666666666667,0.5263157894736842,0.68,0.7647058823529411,0.6363636363636364,0.13333333333333333,0.7727272727272727,0.9,0.35714285714285715,0.7058823529411765,0.875,0.8823529411764706,0.47619047619047616,1.0,0.8125,0.875,0.6842105263157895,0.7647058823529411,0.6666666666666666,0.9,0.9166666666666666,0.7142857142857143,0.85,0.8125,0.6363636363636364,0.875,0.9047619047619048,0.5,0.4666666666666667,0.875
6,ELR,0.7813953488372093,0.2186046511627907,0.8666666666666667,0.875,0.7058823529411765,0.7894736842105263,0.2916666666666667,0.9473684210526315,0.9285714285714286,1.0,0.631578947368421,0.92,0.7058823529411765,0.7272727272727273,0.3333333333333333,0.5909090909090909,0.7,0.9285714285714286,0.7058823529411765,0.9375,0.9411764705882353,0.7619047619047619,0.8,1.0,0.875,0.8947368421052632,0.8823529411764706,0.9333333333333333,1.0,0.5833333333333334,0.7619047619047619,0.75,0.4375,0.8636363636363636,0.625,0.8095238095238095,0.75,1.0,0.9375
7,GJS,0.7689922480620155,0.2310077519379845,1.0,0.5625,0.23529411764705882,0.5789473684210527,0.8333333333333334,0.47368421052631576,0.8571428571428571,0.9333333333333333,0.631578947368421,0.72,0.6470588235294118,0.7272727272727273,0.6666666666666666,0.7727272727272727,0.65,0.5714285714285714,0.8235294117647058,0.75,0.9411764705882353,0.6666666666666666,0.95,0.875,0.9375,0.8947368421052632,0.9411764705882353,1.0,0.8,0.9166666666666666,0.9047619047619048,1.0,0.625,0.5454545454545454,0.5625,0.9523809523809523,0.75,0.9333333333333333,0.9375
8,JoCoR,0.4248062015503876,0.5751937984496124,0.26666666666666666,0.5625,0.058823529411764705,0.631578947368421,0.8333333333333334,0.3684210526315789,0.0,1.0,0.05263157894736842,0.92,0.0,0.0,0.5333333333333333,0.8181818181818182,0.55,0.0,0.9411764705882353,0.875,0.17647058823529413,0.047619047619047616,0.75,0.0,0.8125,0.0,0.0,0.9333333333333333,0.0,0.8333333333333334,0.5238095238095238,0.05,0.0,0.0,0.0,0.9047619047619048,0.8,0.8,0.0
9,NegativeLearning,0.8930232558139535,0.10697674418604652,0.6666666666666666,0.9375,0.8235294117647058,0.8421052631578947,0.9583333333333334,0.8421052631578947,0.7857142857142857,1.0,0.8421052631578947,0.84,1.0,0.9090909090909091,0.8666666666666667,0.9545454545454546,0.95,0.21428571428571427,0.8823529411764706,1.0,0.9411764705882353,0.9523809523809523,1.0,0.8125,1.0,0.9473684210526315,1.0,1.0,0.9,0.8333333333333334,0.8571428571428571,0.95,0.75,0.9090909090909091,0.8125,1.0,0.95,1.0,0.875
