,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
0,pretrain,0.8476,0.15239999999999998,0.864,0.9313358302122348,0.7664835164835165,0.7560646900269542,0.8466494845360825,0.7189265536723164,0.8834437086092716,0.8689839572192514,0.9203187250996016,0.9039242219215156
1,inctrain,0.19893333333333332,0.8010666666666667,0.27066666666666667,0.1647940074906367,0.15247252747252749,0.1307277628032345,0.15721649484536082,0.1850282485875706,0.34701986754966885,0.1590909090909091,0.2456839309428951,0.17591339648173207
2,Coteaching,0.42573333333333335,0.5742666666666667,0.0,0.0,0.0,0.0,0.0,0.768361581920904,0.9019867549668874,0.8248663101604278,0.9123505976095617,0.8985115020297699
3,Coteachingplus,0.8253333333333334,0.17466666666666664,0.9146666666666666,0.9063670411985019,0.7582417582417582,0.7816711590296496,0.8337628865979382,0.6271186440677966,0.866225165562914,0.7807486631016043,0.8552456839309429,0.9106901217861976
4,Decoupling,0.8248,0.17520000000000002,0.8386666666666667,0.9101123595505618,0.8035714285714286,0.7075471698113207,0.7925257731958762,0.7048022598870056,0.847682119205298,0.8328877005347594,0.8658698539176627,0.93234100135318
5,DISC,0.8737333333333334,0.12626666666666664,0.892,0.9525593008739076,0.8324175824175825,0.6819407008086253,0.8492268041237113,0.8135593220338984,0.9483443708609272,0.9211229946524064,0.9282868525896414,0.9066305818673883
6,ELR,0.8546666666666667,0.14533333333333331,0.9453333333333334,0.9588014981273408,0.8035714285714286,0.7425876010781671,0.8440721649484536,0.7415254237288136,0.8622516556291391,0.8382352941176471,0.9083665338645418,0.8863328822733424
7,GJS,0.862,0.138,0.88,0.9063670411985019,0.8021978021978022,0.6967654986522911,0.8891752577319587,0.8163841807909604,0.8582781456953642,0.8796791443850267,0.9442231075697212,0.9377537212449256
8,JoCoR,0.1,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NegativeLearning,0.8404,0.15959999999999996,0.8773333333333333,0.9338327091136079,0.8159340659340659,0.7115902964959568,0.8067010309278351,0.751412429378531,0.8701986754966887,0.8609625668449198,0.9017264276228419,0.8619756427604871
10,PENCIL,0.5356,0.46440000000000003,0.5746666666666667,0.6566791510611736,0.4326923076923077,0.3086253369272237,0.47036082474226804,0.4152542372881356,0.6728476821192053,0.5521390374331551,0.650730411686587,0.6035182679296346
11,FT,0.5074666666666666,0.4925333333333334,0.5706666666666667,0.630461922596754,0.4052197802197802,0.2601078167115903,0.46262886597938147,0.3785310734463277,0.6556291390728477,0.4879679144385027,0.6321381142098274,0.571041948579161
12,GA,0.41026666666666667,0.5897333333333333,0.45066666666666666,0.5093632958801498,0.33104395604395603,0.20080862533692723,0.31829896907216493,0.3135593220338983,0.5668874172185431,0.4197860962566845,0.5418326693227091,0.435723951285521
13,GA_l1,0.0984,0.9016,0.044,0.16604244694132334,0.16346153846153846,0.0,0.04896907216494845,0.11016949152542373,0.0913907284768212,0.24598930481283424,0.014608233731739707,0.09878213802435724
14,wfisher,0.20053333333333334,0.7994666666666667,0.27066666666666667,0.16604244694132334,0.15384615384615385,0.1307277628032345,0.15850515463917525,0.18785310734463276,0.34966887417218545,0.16042780748663102,0.24833997343957503,0.17861975642760486
15,CRUL,0.776,0.22399999999999998,0.7813333333333333,0.8901373283395755,0.6593406593406593,0.6064690026954178,0.7319587628865979,0.7217514124293786,0.8225165562913908,0.7740641711229946,0.8844621513944223,0.8741542625169147
