,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99,label_100,label_101
0,pretrain,0.9477100613054453,0.05228993869455467,1.0,0.9523809523809523,0.6666666666666666,0.6,0.95,1.0,0.4,1.0,0.7857142857142857,1.0,0.9090909090909091,0.9655172413793104,0.9285714285714286,1.0,1.0,1.0,1.0,0.9655172413793104,0.9285714285714286,0.9333333333333333,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9565217391304348,0.896551724137931,0.7058823529411765,0.9230769230769231,1.0,0.8888888888888888,1.0,0.9615384615384616,1.0,0.8947368421052632,0.7777777777777778,0.8181818181818182,1.0,1.0,0.6981132075471698,0.9032258064516129,1.0,1.0,1.0,0.88,1.0,0.9428571428571428,0.9719626168224299,1.0,1.0,0.9333333333333333,0.9565217391304348,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,0.8235294117647058,1.0,1.0,0.9705882352941176,1.0,0.8,0.75,0.8461538461538461,1.0,1.0,0.9459459459459459,1.0,0.9850746268656716,0.9767441860465116,0.9473684210526315,0.9896907216494846,1.0,1.0,0.8918918918918919,1.0,0.9459459459459459,0.8888888888888888,0.896551724137931,0.9444444444444444,0.9473684210526315,0.8,0.9850746268656716,0.974025974025974,1.0,0.9545454545454546,1.0,0.7272727272727273,0.9516129032258065,0.8679245283018868,0.7777777777777778,0.75,0.9629629629629629,1.0,1.0,1.0,1.0
1,inctrain,0.01009736747205193,0.9899026325279481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.03125,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.030927835051546393,0.03508771929824561,0.0,0.0,0.014084507042253521,0.02702702702702703,0.037037037037037035,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.041666666666666664,0.09090909090909091,0.0,0.018867924528301886,0.0,0.0,0.037037037037037035,0.058823529411764705,0.0,0.05263157894736842,0.0
2,Coteaching,0.02163721601153985,0.9783627839884601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.07142857142857142,0.0,0.018691588785046728,0.03125,0.0,0.0,0.0,0.02631578947368421,0.45454545454545453,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.03614457831325301,0.0,0.0,0.13157894736842105,0.10309278350515463,0.03508771929824561,0.0,0.0,0.014084507042253521,0.02702702702702703,0.037037037037037035,0.034482758620689655,0.0,0.0,0.0,0.0,0.012987012987012988,0.038461538461538464,0.0,0.041666666666666664,0.09090909090909091,0.0,0.018867924528301886,0.0,0.0,0.037037037037037035,0.058823529411764705,0.0,0.05263157894736842,0.0
3,Coteachingplus,0.015867291741795887,0.9841327082582041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.018691588785046728,0.03125,0.0,0.0,0.0,0.02631578947368421,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.029850746268656716,0.0,0.05263157894736842,0.030927835051546393,0.05263157894736842,0.0,0.02702702702702703,0.014084507042253521,0.02702702702702703,0.05555555555555555,0.034482758620689655,0.0,0.0,0.0,0.0,0.025974025974025976,0.038461538461538464,0.0,0.041666666666666664,0.09090909090909091,0.016129032258064516,0.018867924528301886,0.0,0.0,0.037037037037037035,0.058823529411764705,0.0,0.05263157894736842,0.0
4,Decoupling,0.02307969707897584,0.9769203029210242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.1,0.0,0.0,0.041666666666666664,0.043478260869565216,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037383177570093455,0.03125,0.0,0.0,0.0,0.07894736842105263,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.16666666666666666,0.02702702702702703,0.024096385542168676,0.0,0.046511627906976744,0.05263157894736842,0.030927835051546393,0.05263157894736842,0.0,0.0,0.014084507042253521,0.02702702702702703,0.05555555555555555,0.034482758620689655,0.0,0.05263157894736842,0.0,0.0,0.03896103896103896,0.038461538461538464,0.0,0.041666666666666664,0.09090909090909091,0.08064516129032258,0.03773584905660377,0.0,0.0,0.07407407407407407,0.058823529411764705,0.0,0.05263157894736842,0.0
5,DISC,0.6974395961053012,0.30256040389469885,0.375,0.47619047619047616,0.3333333333333333,0.5333333333333333,0.8,0.8,0.6,0.8333333333333334,0.5714285714285714,0.75,0.30303030303030304,0.8275862068965517,1.0,0.75,0.5,0.1111111111111111,0.8709677419354839,0.5517241379310345,0.14285714285714285,0.4,0.8333333333333334,0.5263157894736842,0.7575757575757576,0.0,0.0,0.25,0.42857142857142855,0.6666666666666666,0.6086956521739131,0.6896551724137931,0.11764705882352941,0.07692307692307693,0.45454545454545453,0.0,0.8571428571428571,0.4230769230769231,0.9285714285714286,0.5263157894736842,0.0,0.5454545454545454,0.8936170212765957,0.375,0.2641509433962264,0.7419354838709677,0.6,0.8961038961038961,0.9545454545454546,0.52,0.5714285714285714,0.7428571428571429,0.7383177570093458,0.65625,0.5882352941176471,0.8666666666666667,0.6956521739130435,0.9736842105263158,0.6818181818181818,1.0,0.9090909090909091,0.9743589743589743,1.0,0.6470588235294118,1.0,1.0,0.9117647058823529,0.8181818181818182,0.0,0.625,0.7692307692307693,0.9473684210526315,0.9583333333333334,0.5135135135135135,0.9518072289156626,0.746268656716418,0.9534883720930233,0.8421052631578947,1.0,0.8771929824561403,0.0,0.7297297297297297,0.7887323943661971,0.7567567567567568,0.5,0.2413793103448276,0.8333333333333334,0.5263157894736842,0.9333333333333333,0.8507462686567164,0.7792207792207793,0.46153846153846156,0.7272727272727273,0.5,0.2727272727272727,0.9193548387096774,0.4716981132075472,0.5277777777777778,0.4,0.5925925925925926,0.8235294117647058,0.3333333333333333,0.10526315789473684,0.4166666666666667
6,ELR,0.6170212765957447,0.3829787234042553,0.0,0.42857142857142855,0.0,0.4,0.25,0.9,0.6,0.8,0.07142857142857142,0.25,0.15151515151515152,0.8275862068965517,0.6428571428571429,0.625,0.35714285714285715,0.0,0.7096774193548387,0.5862068965517241,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5263157894736842,0.7272727272727273,0.0,0.1,0.25,0.5714285714285714,0.6666666666666666,0.4782608695652174,0.5517241379310345,0.0,0.07692307692307693,0.0,0.0,0.7142857142857143,0.5769230769230769,0.7142857142857143,0.5789473684210527,0.0,0.36363636363636365,0.8297872340425532,0.25,0.2641509433962264,0.6774193548387096,0.2,0.935064935064935,0.7727272727272727,0.28,0.5714285714285714,0.6,0.7289719626168224,0.59375,0.47058823529411764,0.9333333333333333,0.6956521739130435,0.9736842105263158,0.6818181818181818,0.8947368421052632,0.9545454545454546,0.8974358974358975,0.5833333333333334,0.11764705882352941,0.9375,1.0,0.9117647058823529,0.8636363636363636,0.0,0.875,0.6923076923076923,0.7368421052631579,0.7916666666666666,0.5135135135135135,0.891566265060241,0.7164179104477612,0.9302325581395349,0.7631578947368421,0.9484536082474226,0.7719298245614035,0.0,0.5135135135135135,0.7887323943661971,0.5675675675675675,0.5555555555555556,0.13793103448275862,0.5,0.5263157894736842,0.8666666666666667,0.6417910447761194,0.6623376623376623,0.23076923076923078,0.5454545454545454,0.3333333333333333,0.2727272727272727,0.9193548387096774,0.4339622641509434,0.2777777777777778,0.3,0.5185185185185185,0.7647058823529411,0.2,0.21052631578947367,0.5833333333333334
7,GJS,0.6927515326361342,0.3072484673638658,0.375,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.7,1.0,0.6,1.0,0.2857142857142857,0.9166666666666666,0.30303030303030304,0.9655172413793104,0.42857142857142855,0.625,0.14285714285714285,0.0,0.8709677419354839,0.41379310344827586,0.14285714285714285,0.4666666666666667,0.16666666666666666,0.5263157894736842,0.7878787878787878,0.3,0.0,0.625,0.42857142857142855,0.6666666666666666,0.8260869565217391,0.4482758620689655,0.0,0.15384615384615385,0.9090909090909091,0.0,0.8571428571428571,0.8076923076923077,0.8809523809523809,0.8947368421052632,0.3333333333333333,0.5454545454545454,0.7659574468085106,0.3125,0.1509433962264151,0.7419354838709677,0.0,0.922077922077922,0.8636363636363636,0.48,0.9285714285714286,0.8285714285714286,0.7102803738317757,0.8125,0.4117647058823529,1.0,0.8695652173913043,0.9210526315789473,0.7272727272727273,0.9736842105263158,0.7727272727272727,0.9743589743589743,0.9166666666666666,0.7647058823529411,0.9375,0.7857142857142857,0.8823529411764706,0.7727272727272727,0.1,0.8125,0.5384615384615384,0.6842105263157895,0.9166666666666666,0.3783783783783784,0.9036144578313253,0.746268656716418,0.9069767441860465,0.7894736842105263,0.979381443298969,0.8771929824561403,0.0,0.5135135135135135,0.9859154929577465,0.7567567567567568,0.5,0.4482758620689655,0.6111111111111112,0.7894736842105263,0.9333333333333333,0.8059701492537313,0.7012987012987013,0.7307692307692307,0.6818181818181818,0.2916666666666667,0.36363636363636365,0.9516129032258065,0.6415094339622641,0.3611111111111111,0.65,0.5185185185185185,0.9411764705882353,0.06666666666666667,0.2631578947368421,0.5
8,JoCoR,0.00288496213487198,0.997115037865128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NegativeLearning,0.011179228272628922,0.988820771727371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.03125,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.030927835051546393,0.05263157894736842,0.0,0.0,0.014084507042253521,0.02702702702702703,0.037037037037037035,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.041666666666666664,0.09090909090909091,0.0,0.018867924528301886,0.0,0.0,0.037037037037037035,0.058823529411764705,0.0,0.05263157894736842,0.0
