,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
0,pretrain,0.8471851851851852,0.15281481481481485,0.8491189427312775,0.9172821270310192,0.7678110003691399,0.7486198012513802,0.8405475397706252,0.7419835943325876,0.895516858095591,0.8762541806020067,0.929341762737077,0.9062733383121733
1,inctrain,0.17262962962962963,0.8273703703703703,0.22173274596182085,0.1410635155096012,0.15171650055370986,0.13102686786897313,0.1413244543100259,0.15622669649515286,0.24638755094479436,0.24712002972872538,0.13871327631089625,0.1508588498879761
2,Coteaching,0.5372592592592592,0.4627407407407408,0.046622613803230545,0.8648449039881831,0.5710594315245479,0.0,0.0,0.6890380313199105,0.8832901074472027,0.7788926049795615,0.7824470063220528,0.7684839432412248
3,Coteachingplus,0.7044074074074074,0.29559259259259263,0.8784875183553598,0.4759970457902511,0.6087117017349576,0.5885167464114832,0.7258601553829079,0.7069351230425056,0.7132271211559837,0.7391304347826086,0.6998884343622165,0.909260642270351
4,Decoupling,0.7234814814814815,0.2765185185185185,0.8337004405286343,0.8770310192023634,0.6500553709856035,0.6006624953993375,0.5734369219385868,0.7416107382550335,0.784735087069285,0.6124117428465254,0.8345109706210487,0.7266616878267363
5,DISC,0.7581481481481481,0.24185185185185187,0.7433920704845814,0.8980797636632201,0.6124031007751938,0.6128082443871917,0.7528671846096929,0.6170768083519761,0.8547610226009633,0.8260869565217391,0.8226106359241354,0.8427931292008962
6,ELR,0.7303333333333333,0.2696666666666667,0.8058002936857562,0.871861152141802,0.6068660022148394,0.6764814133235186,0.6381798002219756,0.5712155108128263,0.7650981845127826,0.7625418060200669,0.7913722573447378,0.8136669156086632
7,GJS,0.7502592592592593,0.2497407407407407,0.8392070484581498,0.8840472673559823,0.6530084902177925,0.48840633051159366,0.6352201257861635,0.5999254287844892,0.8480918858836606,0.8848011891490153,0.8055039047973225,0.8659447348767737
8,JoCoR,0.10088888888888889,0.8991111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NegativeLearning,0.7512962962962964,0.24870370370370365,0.80359765051395,0.8197932053175776,0.6991509782207457,0.5517114464482885,0.7258601553829079,0.6528709917971663,0.8569840681733976,0.7866963953920476,0.8553365563406471,0.7617625093353249
10,PENCIL,0.5059259259259259,0.4940740740740741,0.5642437591776799,0.5971196454948301,0.4481358434846807,0.29959514170040485,0.3362930077691454,0.3717375093214019,0.6861800666913672,0.6358231140839836,0.5738192636667906,0.5474234503360716
11,FT,0.4732222222222222,0.5267777777777778,0.527165932452276,0.5624076809453471,0.41011443337024733,0.26904674273095325,0.317055123936367,0.33743475018642805,0.6691367173027047,0.622445187662579,0.519895872071402,0.49850634802091115
12,GA,0.17614814814814814,0.8238518518518518,0.22063142437591776,0.1499261447562777,0.15171650055370986,0.12734633787265368,0.1416944136145024,0.1599552572706935,0.26343090033345684,0.24712002972872538,0.14168835998512458,0.15795369678864823
13,GA_l1,0.11125925925925927,0.8887407407407407,0.0,0.0,0.7382798080472499,0.0,0.0,0.0,0.0,0.0,0.0,0.37490664675130697
14,wfisher,0.17992592592592593,0.8200740740740741,0.20998531571218795,0.1536189069423929,0.15503875968992248,0.12992270887007729,0.1509433962264151,0.16368381804623416,0.26343090033345684,0.26830174656261613,0.14838229825213833,0.15608663181478716
15,CRUL,0.7858518518518518,0.2141481481481482,0.788546255506608,0.8921713441654358,0.6231081579918789,0.638203901361796,0.7576766555678875,0.6614466815809098,0.8836606150426084,0.8409513192121888,0.8906656749721086,0.8838685586258401
