,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36
0,pretrain,0.9250645994832042,0.07493540051679581,0.7777777777777778,0.8923076923076924,0.7288135593220338,0.967741935483871,0.9552238805970149,1.0,0.9523809523809523,1.0,0.9375,0.9230769230769231,0.9384615384615385,0.7321428571428571,0.9344262295081968,0.9402985074626866,0.921875,0.9538461538461539,0.8225806451612904,1.0,0.96875,0.8888888888888888,0.9344262295081968,0.9230769230769231,0.9836065573770492,1.0,0.96875,1.0,0.7049180327868853,0.8939393939393939,0.9016393442622951,0.984375,0.890625,0.9682539682539683,0.96875,1.0,0.90625,1.0,0.9230769230769231
1,inctrain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Coteaching,0.34280792420327305,0.6571920757967269,0.0,0.2,0.0,0.24193548387096775,0.5671641791044776,0.8387096774193549,0.0,0.3333333333333333,0.09375,0.0,0.8153846153846154,0.26785714285714285,0.8360655737704918,0.5074626865671642,0.28125,0.6923076923076923,0.1774193548387097,0.7903225806451613,0.046875,0.46296296296296297,0.8524590163934426,0.23076923076923078,0.7704918032786885,0.6031746031746031,0.046875,0.7538461538461538,0.4098360655737705,0.0,0.0,0.390625,0.109375,0.0,0.0,0.01639344262295082,0.0,0.9833333333333333,0.4153846153846154
3,Coteachingplus,0.16795865633074936,0.8320413436692506,0.047619047619047616,0.0,0.3728813559322034,0.0,0.0,0.0,0.15873015873015872,0.016666666666666666,0.28125,0.03076923076923077,0.9076923076923077,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,1.0,0.578125,0.0,0.01639344262295082,0.07692307692307693,0.0,0.5079365079365079,0.0,0.5076923076923077,0.0,0.0,0.03278688524590164,0.0,0.03125,0.8412698412698413,0.0,0.0,0.0,0.7333333333333333,0.0
4,Decoupling,0.32041343669250644,0.6795865633074936,0.0,0.3384615384615385,0.4745762711864407,0.0,0.29850746268656714,0.08064516129032258,0.49206349206349204,1.0,0.0,0.03076923076923077,0.8153846153846154,0.03571428571428571,0.0,0.0,0.171875,0.35384615384615387,0.0967741935483871,0.967741935483871,0.296875,0.8888888888888888,0.0,0.8307692307692308,0.22950819672131148,0.1111111111111111,0.0,0.015384615384615385,0.32786885245901637,0.696969696969697,0.0,1.0,0.78125,0.0,0.625,0.0,0.25,0.7,0.0
5,DISC,0.40223944875107664,0.5977605512489234,0.3968253968253968,0.26153846153846155,0.5084745762711864,0.2903225806451613,0.07462686567164178,0.5483870967741935,0.6190476190476191,0.9333333333333333,0.34375,0.5846153846153846,0.046153846153846156,0.875,0.08196721311475409,0.3283582089552239,0.453125,0.24615384615384617,0.5,0.3548387096774194,0.296875,0.4074074074074074,0.36065573770491804,0.5538461538461539,0.19672131147540983,0.6190476190476191,0.8125,0.16923076923076924,0.3770491803278688,0.21212121212121213,0.21311475409836064,0.640625,0.4375,0.4444444444444444,0.21875,0.5081967213114754,0.34375,0.5666666666666667,0.18461538461538463
6,ELR,0.3970714900947459,0.6029285099052542,0.3333333333333333,0.46153846153846156,0.3559322033898305,0.2903225806451613,0.05970149253731343,0.8064516129032258,0.36507936507936506,0.8333333333333334,0.171875,0.2,0.12307692307692308,0.5178571428571429,0.11475409836065574,0.14925373134328357,0.5625,0.27692307692307694,0.43548387096774194,0.5,0.90625,0.5370370370370371,0.6065573770491803,0.6153846153846154,0.09836065573770492,0.36507936507936506,0.078125,0.5230769230769231,0.3770491803278688,0.15151515151515152,0.4098360655737705,0.75,0.296875,0.2698412698412698,0.421875,0.8688524590163934,0.40625,0.4666666666666667,0.1076923076923077
7,GJS,0.3781223083548665,0.6218776916451335,0.36507936507936506,0.5846153846153846,0.23728813559322035,0.43548387096774194,0.19402985074626866,0.7903225806451613,0.06349206349206349,0.65,0.328125,0.6307692307692307,0.4307692307692308,0.8214285714285714,0.11475409836065574,0.2835820895522388,0.203125,0.3076923076923077,0.4838709677419355,0.4838709677419355,0.6875,0.6481481481481481,0.3114754098360656,0.06153846153846154,0.19672131147540983,0.25396825396825395,0.515625,0.015384615384615385,0.21311475409836064,0.3939393939393939,0.29508196721311475,0.796875,0.34375,0.2698412698412698,0.46875,0.47540983606557374,0.40625,0.16666666666666666,0.15384615384615385
8,JoCoR,0.2226528854435831,0.7773471145564169,0.06349206349206349,0.0,0.0,0.06451612903225806,0.0,0.6774193548387096,0.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,0.0,0.7258064516129032,0.0,0.0,0.8333333333333334,0.5409836065573771,0.0,0.9672131147540983,0.0,0.0,0.0,0.9836065573770492,0.0,0.6229508196721312,0.0,0.0,0.0,0.546875,0.7704918032786885,0.0,0.0,0.0
9,NegativeLearning,0.46296296296296297,0.537037037037037,0.0,0.5384615384615384,0.711864406779661,0.5,0.19402985074626866,0.12903225806451613,0.746031746031746,0.9,0.0625,0.0,0.6615384615384615,0.07142857142857142,0.9508196721311475,0.6567164179104478,0.328125,0.8,0.08064516129032258,1.0,0.953125,0.5370370370370371,0.04918032786885246,0.5538461538461539,0.8524590163934426,0.6031746031746031,0.984375,0.4,0.39344262295081966,0.2727272727272727,0.01639344262295082,0.515625,0.40625,0.09523809523809523,0.09375,0.4098360655737705,0.546875,0.9666666666666667,0.18461538461538463
