,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
0,pretrain,0.847,0.15300000000000002,0.8715277777777778,0.9307228915662651,0.7575757575757576,0.7661016949152543,0.873015873015873,0.684931506849315,0.8771929824561403,0.8874172185430463,0.8971061093247589,0.8955696202531646
1,inctrain,0.17633333333333334,0.8236666666666667,0.22569444444444445,0.14156626506024098,0.125,0.1152542372881356,0.1619047619047619,0.21232876712328766,0.23157894736842105,0.16556291390728478,0.19614147909967847,0.189873417721519
2,Coteaching,0.4513333333333333,0.5486666666666666,0.2569444444444444,0.9668674698795181,0.0,0.0,0.0,0.708904109589041,0.8701754385964913,0.8311258278145696,0.8135048231511254,0.0
3,Coteachingplus,0.739,0.261,0.8611111111111112,0.8795180722891566,0.6174242424242424,0.0,0.8253968253968254,0.7842465753424658,0.8456140350877193,0.8245033112582781,0.77491961414791,0.930379746835443
4,Decoupling,0.8333333333333334,0.16666666666666663,0.8194444444444444,0.8975903614457831,0.7196969696969697,0.7728813559322034,0.8603174603174604,0.678082191780822,0.8666666666666667,0.8245033112582781,0.9196141479099679,0.939873417721519
5,DISC,0.8583333333333333,0.14166666666666672,0.8611111111111112,0.9036144578313253,0.8371212121212122,0.6949152542372882,0.8603174603174604,0.8013698630136986,0.8701754385964913,0.8741721854304636,0.954983922829582,0.9082278481012658
6,ELR,0.8266666666666667,0.17333333333333334,0.7708333333333334,0.9156626506024096,0.7727272727272727,0.735593220338983,0.7841269841269841,0.7294520547945206,0.8526315789473684,0.8278145695364238,0.9356913183279743,0.9145569620253164
7,GJS,0.846,0.15400000000000003,0.9097222222222222,0.9367469879518072,0.821969696969697,0.7322033898305085,0.8507936507936508,0.702054794520548,0.8982456140350877,0.8344370860927153,0.887459807073955,0.870253164556962
8,JoCoR,0.096,0.904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NegativeLearning,0.831,0.16900000000000004,0.8645833333333334,0.8825301204819277,0.7689393939393939,0.752542372881356,0.819047619047619,0.7671232876712328,0.8035087719298246,0.8675496688741722,0.8617363344051447,0.9018987341772152
10,PENCIL,0.46266666666666667,0.5373333333333333,0.5138888888888888,0.608433734939759,0.3181818181818182,0.23389830508474577,0.4031746031746032,0.3424657534246575,0.543859649122807,0.4470198675496689,0.6334405144694534,0.5411392405063291
11,FT,0.436,0.5640000000000001,0.5,0.5240963855421686,0.29924242424242425,0.21016949152542372,0.3873015873015873,0.3356164383561644,0.5228070175438596,0.4271523178807947,0.6109324758842444,0.509493670886076
12,GA,0.4643333333333333,0.5356666666666667,0.4756944444444444,0.5813253012048193,0.3371212121212121,0.22033898305084745,0.4380952380952381,0.3219178082191781,0.543859649122807,0.4966887417218543,0.6720257234726688,0.5158227848101266
13,GA_l1,0.731,0.269,0.8298611111111112,0.858433734939759,0.6590909090909091,0.5830508474576271,0.707936507936508,0.6815068493150684,0.7684210526315789,0.6721854304635762,0.7266881028938906,0.8006329113924051
14,wfisher,0.176,0.8240000000000001,0.22569444444444445,0.14156626506024098,0.125,0.11864406779661017,0.15873015873015872,0.21232876712328766,0.23157894736842105,0.16556291390728478,0.19614147909967847,0.18670886075949367
15,CRUL,0.8693333333333333,0.1306666666666667,0.9305555555555556,0.9698795180722891,0.7575757575757576,0.7728813559322034,0.8793650793650793,0.7191780821917808,0.9017543859649123,0.8774834437086093,0.9163987138263665,0.9367088607594937
