,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99
0,pretrain,0.6512,0.3488,0.8363636363636363,0.8163265306122449,0.5081967213114754,0.4642857142857143,0.3333333333333333,0.6428571428571429,0.5686274509803921,0.58,0.7818181818181819,0.6666666666666666,0.49122807017543857,0.35555555555555557,0.6444444444444445,0.5769230769230769,0.5833333333333334,0.5,0.7619047619047619,0.8936170212765957,0.5294117647058824,0.5348837209302325,0.9473684210526315,0.6923076923076923,0.7222222222222222,0.7818181818181819,0.8461538461538461,0.717391304347826,0.6415094339622641,0.3877551020408163,0.8,0.5961538461538461,0.5789473684210527,0.6037735849056604,0.5555555555555556,0.6346153846153846,0.5510204081632653,0.4318181818181818,0.7547169811320755,0.6170212765957447,0.4489795918367347,0.9782608695652174,0.5409836065573771,0.7368421052631579,0.7307692307692307,0.7884615384615384,0.40476190476190477,0.48214285714285715,0.4888888888888889,0.5853658536585366,0.8076923076923077,0.8918918918918919,0.45,0.6086956521739131,0.7727272727272727,0.9230769230769231,0.7142857142857143,0.35555555555555557,1.0,0.6744186046511628,0.8771929824561403,0.4807692307692308,0.8695652173913043,0.782608695652174,0.8245614035087719,0.5714285714285714,0.6428571428571429,0.45652173913043476,0.6666666666666666,0.6304347826086957,0.8043478260869565,0.9333333333333333,0.6666666666666666,0.7924528301886793,0.29411764705882354,0.5087719298245614,0.6,0.8363636363636363,0.6785714285714286,0.5263157894736842,0.5416666666666666,0.6888888888888889,0.48214285714285715,0.6730769230769231,0.8703703703703703,0.673469387755102,0.5245901639344263,0.813953488372093,0.8775510204081632,0.7446808510638298,0.6981132075471698,0.6326530612244898,0.5135135135135135,0.5833333333333334,0.4230769230769231,0.5116279069767442,0.9148936170212766,0.78,0.6590909090909091,0.5932203389830508,0.40350877192982454,0.7906976744186046
1,inctrain,0.0584,0.9416,0.23636363636363636,0.04081632653061224,0.03278688524590164,0.08928571428571429,0.037037037037037035,0.023809523809523808,0.0196078431372549,0.02,0.10909090909090909,0.15555555555555556,0.05263157894736842,0.0,0.044444444444444446,0.038461538461538464,0.08333333333333333,0.0,0.07142857142857142,0.0,0.0784313725490196,0.06976744186046512,0.08771929824561403,0.07692307692307693,0.2777777777777778,0.01818181818181818,0.07692307692307693,0.021739130434782608,0.05660377358490566,0.061224489795918366,0.0,0.0,0.02631578947368421,0.0,0.0,0.019230769230769232,0.10204081632653061,0.0,0.07547169811320754,0.0,0.061224489795918366,0.2608695652173913,0.06557377049180328,0.21052631578947367,0.07692307692307693,0.038461538461538464,0.023809523809523808,0.05357142857142857,0.0,0.07317073170731707,0.19230769230769232,0.10810810810810811,0.05,0.06521739130434782,0.06060606060606061,0.09615384615384616,0.0,0.08888888888888889,0.020833333333333332,0.023255813953488372,0.0,0.057692307692307696,0.021739130434782608,0.043478260869565216,0.22807017543859648,0.05357142857142857,0.0,0.06521739130434782,0.047619047619047616,0.0,0.13043478260869565,0.0,0.16666666666666666,0.018867924528301886,0.0392156862745098,0.07017543859649122,0.05454545454545454,0.05454545454545454,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.057692307692307696,0.18518518518518517,0.0,0.09836065573770492,0.023255813953488372,0.08163265306122448,0.0425531914893617,0.018867924528301886,0.02040816326530612,0.05405405405405406,0.041666666666666664,0.057692307692307696,0.046511627906976744,0.0425531914893617,0.02,0.06818181818181818,0.05084745762711865,0.0,0.023255813953488372
2,Coteaching,0.3952,0.6048,0.7454545454545455,0.7346938775510204,0.47540983606557374,0.0,0.0,0.023809523809523808,0.5294117647058824,0.24,0.7090909090909091,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.6875,0.6666666666666666,0.0,0.851063829787234,0.0,0.06976744186046512,0.8947368421052632,0.7307692307692307,0.14814814814814814,0.8181818181818182,0.5769230769230769,0.0,0.6981132075471698,0.0,0.8,0.5769230769230769,0.8157894736842105,0.0,0.46296296296296297,0.057692307692307696,0.0,0.0,0.0,0.0,0.5918367346938775,0.8695652173913043,0.22950819672131148,0.6842105263157895,0.6346153846153846,0.8653846153846154,0.0,0.0,0.4444444444444444,0.0,0.8269230769230769,0.7297297297297297,0.0,0.0,0.9696969696969697,0.8846153846153846,0.7959183673469388,0.0,0.9375,0.5813953488372093,0.9298245614035088,0.019230769230769232,0.8913043478260869,0.8260869565217391,0.0,0.07142857142857142,0.10714285714285714,0.021739130434782608,0.21428571428571427,0.10869565217391304,0.8478260869565217,0.8,0.020833333333333332,0.018867924528301886,0.0,0.0,0.6,0.7090909090909091,0.5,0.15789473684210525,0.08333333333333333,0.6444444444444445,0.0,0.7692307692307693,0.7592592592592593,0.12244897959183673,0.6721311475409836,0.813953488372093,0.7959183673469388,0.7446808510638298,0.4528301886792453,0.02040816326530612,0.2972972972972973,0.6875,0.11538461538461539,0.0,0.8936170212765957,0.24,0.0,0.6101694915254238,0.0,0.6744186046511628
3,Coteachingplus,0.58,0.42000000000000004,0.5636363636363636,0.6530612244897959,0.3442622950819672,0.3392857142857143,0.3148148148148148,0.5476190476190477,0.49019607843137253,0.52,0.7636363636363637,0.6,0.42105263157894735,0.24444444444444444,0.6666666666666666,0.6538461538461539,0.6666666666666666,0.5666666666666667,0.6190476190476191,0.8085106382978723,0.45098039215686275,0.5116279069767442,0.9298245614035088,0.5576923076923077,0.5740740740740741,0.7818181818181819,0.7692307692307693,0.43478260869565216,0.5849056603773585,0.3673469387755102,0.68,0.5961538461538461,0.5789473684210527,0.6037735849056604,0.48148148148148145,0.5576923076923077,0.3877551020408163,0.3181818181818182,0.7924528301886793,0.5531914893617021,0.4489795918367347,0.8695652173913043,0.47540983606557374,0.6140350877192983,0.5961538461538461,0.5576923076923077,0.2619047619047619,0.35714285714285715,0.37777777777777777,0.4878048780487805,0.7307692307692307,0.8648648648648649,0.31666666666666665,0.6521739130434783,0.7878787878787878,0.7692307692307693,0.7142857142857143,0.17777777777777778,0.9375,0.7209302325581395,0.6666666666666666,0.4423076923076923,0.782608695652174,0.6521739130434783,0.8070175438596491,0.5,0.5535714285714286,0.3695652173913043,0.6428571428571429,0.6521739130434783,0.8260869565217391,0.8888888888888888,0.6041666666666666,0.6226415094339622,0.0,0.38596491228070173,0.5454545454545454,0.7272727272727273,0.6964285714285714,0.42105263157894735,0.5208333333333334,0.6,0.5178571428571429,0.6153846153846154,0.8333333333333334,0.5714285714285714,0.4426229508196721,0.6046511627906976,0.8775510204081632,0.723404255319149,0.660377358490566,0.5510204081632653,0.6756756756756757,0.5625,0.40384615384615385,0.4418604651162791,0.8723404255319149,0.88,0.6136363636363636,0.5254237288135594,0.22807017543859648,0.6744186046511628
4,Decoupling,0.5784,0.4216,0.6181818181818182,0.6530612244897959,0.3442622950819672,0.3392857142857143,0.2777777777777778,0.47619047619047616,0.49019607843137253,0.56,0.6363636363636364,0.6888888888888889,0.40350877192982454,0.3333333333333333,0.4888888888888889,0.38461538461538464,0.7916666666666666,0.43333333333333335,0.6666666666666666,0.7659574468085106,0.4117647058823529,0.5813953488372093,0.8771929824561403,0.5769230769230769,0.6851851851851852,0.7272727272727273,0.6346153846153846,0.5,0.5849056603773585,0.3673469387755102,0.72,0.5961538461538461,0.7105263157894737,0.6037735849056604,0.46296296296296297,0.6153846153846154,0.5714285714285714,0.1590909090909091,0.7924528301886793,0.5106382978723404,0.40816326530612246,0.8260869565217391,0.39344262295081966,0.6491228070175439,0.6923076923076923,0.6538461538461539,0.40476190476190477,0.625,0.4444444444444444,0.6341463414634146,0.7307692307692307,1.0,0.35,0.4782608695652174,0.6060606060606061,0.6923076923076923,0.6938775510204082,0.37777777777777777,0.9375,0.6046511627906976,0.8596491228070176,0.5192307692307693,0.7391304347826086,0.8043478260869565,0.6140350877192983,0.48214285714285715,0.4107142857142857,0.3695652173913043,0.6428571428571429,0.45652173913043476,0.8913043478260869,0.7777777777777778,0.625,0.7547169811320755,0.3333333333333333,0.43859649122807015,0.2,0.8363636363636363,0.6607142857142857,0.543859649122807,0.7083333333333334,0.6222222222222222,0.30357142857142855,0.6923076923076923,0.7592592592592593,0.5714285714285714,0.6229508196721312,0.6744186046511628,0.7551020408163265,0.6808510638297872,0.5283018867924528,0.6122448979591837,0.5945945945945946,0.4166666666666667,0.46153846153846156,0.3488372093023256,0.8723404255319149,0.74,0.5909090909090909,0.4745762711864407,0.17543859649122806,0.7209302325581395
5,DISC,0.597,0.403,0.7454545454545455,0.7142857142857143,0.22950819672131148,0.3392857142857143,0.4074074074074074,0.6190476190476191,0.5882352941176471,0.58,0.7636363636363637,0.6444444444444445,0.5614035087719298,0.35555555555555557,0.6222222222222222,0.6346153846153846,0.5,0.5333333333333333,0.6904761904761905,0.8297872340425532,0.47058823529411764,0.5348837209302325,0.8596491228070176,0.7115384615384616,0.6666666666666666,0.6181818181818182,0.8269230769230769,0.5,0.6226415094339622,0.42857142857142855,0.62,0.5576923076923077,0.47368421052631576,0.6415094339622641,0.48148148148148145,0.6923076923076923,0.40816326530612246,0.4772727272727273,0.7547169811320755,0.44680851063829785,0.3673469387755102,0.8913043478260869,0.5245901639344263,0.7017543859649122,0.6923076923076923,0.7884615384615384,0.35714285714285715,0.44642857142857145,0.24444444444444444,0.6097560975609756,0.6538461538461539,0.8378378378378378,0.3,0.6521739130434783,0.3787878787878788,0.7692307692307693,0.6326530612244898,0.37777777777777777,0.9375,0.5813953488372093,0.8596491228070176,0.5576923076923077,0.6956521739130435,0.782608695652174,0.6666666666666666,0.6607142857142857,0.44642857142857145,0.45652173913043476,0.6666666666666666,0.5217391304347826,0.8260869565217391,0.8222222222222222,0.6875,0.6792452830188679,0.21568627450980393,0.5789473684210527,0.4727272727272727,0.8909090909090909,0.8571428571428571,0.6842105263157895,0.7083333333333334,0.5555555555555556,0.2857142857142857,0.6730769230769231,0.7777777777777778,0.5918367346938775,0.36065573770491804,0.6744186046511628,0.8775510204081632,0.723404255319149,0.6792452830188679,0.5306122448979592,0.5405405405405406,0.5625,0.34615384615384615,0.4883720930232558,0.851063829787234,0.66,0.5,0.6271186440677966,0.2631578947368421,0.6744186046511628
6,ELR,0.5844,0.41559999999999997,0.7818181818181819,0.8163265306122449,0.45901639344262296,0.42857142857142855,0.25925925925925924,0.5476190476190477,0.5686274509803921,0.6,0.7090909090909091,0.5111111111111111,0.43859649122807015,0.3111111111111111,0.6,0.6346153846153846,0.5,0.5666666666666667,0.6190476190476191,0.8297872340425532,0.37254901960784315,0.4883720930232558,0.9122807017543859,0.6730769230769231,0.6666666666666666,0.6545454545454545,0.7692307692307693,0.5217391304347826,0.5660377358490566,0.42857142857142855,0.64,0.5,0.6578947368421053,0.5660377358490566,0.5185185185185185,0.5961538461538461,0.5102040816326531,0.20454545454545456,0.7735849056603774,0.44680851063829785,0.2653061224489796,0.8478260869565217,0.5245901639344263,0.8070175438596491,0.5769230769230769,0.6346153846153846,0.38095238095238093,0.5178571428571429,0.2222222222222222,0.5609756097560976,0.7115384615384616,0.8918918918918919,0.3333333333333333,0.717391304347826,0.4696969696969697,0.7884615384615384,0.7959183673469388,0.24444444444444444,0.875,0.5813953488372093,0.7543859649122807,0.5,0.8043478260869565,0.7608695652173914,0.7017543859649122,0.5178571428571429,0.42857142857142855,0.45652173913043476,0.6666666666666666,0.6304347826086957,0.7608695652173914,0.8888888888888888,0.625,0.660377358490566,0.19607843137254902,0.6140350877192983,0.41818181818181815,0.8727272727272727,0.6964285714285714,0.5263157894736842,0.6041666666666666,0.6222222222222222,0.4107142857142857,0.46153846153846156,0.8333333333333334,0.4897959183673469,0.4098360655737705,0.6046511627906976,0.8775510204081632,0.723404255319149,0.7169811320754716,0.5102040816326531,0.7567567567567568,0.6041666666666666,0.40384615384615385,0.37209302325581395,0.8723404255319149,0.5,0.4318181818181818,0.4915254237288136,0.2631578947368421,0.813953488372093
7,GJS,0.6086,0.39139999999999997,0.7818181818181819,0.673469387755102,0.47540983606557374,0.39285714285714285,0.46296296296296297,0.47619047619047616,0.6078431372549019,0.48,0.7454545454545455,0.6666666666666666,0.3157894736842105,0.2222222222222222,0.6444444444444445,0.6730769230769231,0.5208333333333334,0.6333333333333333,0.7142857142857143,0.7872340425531915,0.5294117647058824,0.4418604651162791,0.9473684210526315,0.6923076923076923,0.7407407407407407,0.7818181818181819,0.7884615384615384,0.43478260869565216,0.6226415094339622,0.46938775510204084,0.62,0.5,0.6052631578947368,0.6037735849056604,0.5185185185185185,0.6538461538461539,0.5102040816326531,0.3409090909090909,0.7358490566037735,0.5531914893617021,0.3673469387755102,0.8478260869565217,0.5901639344262295,0.7368421052631579,0.6923076923076923,0.5961538461538461,0.2857142857142857,0.5,0.4222222222222222,0.7073170731707317,0.75,0.8378378378378378,0.3333333333333333,0.5434782608695652,0.3181818181818182,0.8076923076923077,0.7142857142857143,0.2,0.875,0.6511627906976745,0.8421052631578947,0.5,0.8260869565217391,0.8260869565217391,0.7543859649122807,0.6785714285714286,0.5,0.43478260869565216,0.5952380952380952,0.7391304347826086,0.8478260869565217,0.8666666666666667,0.75,0.6415094339622641,0.3137254901960784,0.47368421052631576,0.5272727272727272,0.8727272727272727,0.7678571428571429,0.6491228070175439,0.6458333333333334,0.6,0.5714285714285714,0.5769230769230769,0.8703703703703703,0.5714285714285714,0.4426229508196721,0.7209302325581395,0.8571428571428571,0.7872340425531915,0.7358490566037735,0.5918367346938775,0.5405405405405406,0.5625,0.46153846153846156,0.37209302325581395,0.8936170212765957,0.76,0.5454545454545454,0.4576271186440678,0.24561403508771928,0.627906976744186
8,JoCoR,0.4796,0.5204,0.8545454545454545,0.7959183673469388,0.06557377049180328,0.03571428571428571,0.2777777777777778,0.42857142857142855,0.47058823529411764,0.56,0.8545454545454545,0.6,0.07017543859649122,0.35555555555555557,0.17777777777777778,0.7115384615384616,0.5,0.4,0.4523809523809524,0.851063829787234,0.45098039215686275,0.5116279069767442,0.8771929824561403,0.7884615384615384,0.5925925925925926,0.38181818181818183,0.7115384615384616,0.43478260869565216,0.2830188679245283,0.14285714285714285,0.74,0.5576923076923077,0.4473684210526316,0.49056603773584906,0.42592592592592593,0.38461538461538464,0.5918367346938775,0.2727272727272727,0.6415094339622641,0.3404255319148936,0.04081632653061224,0.782608695652174,0.4262295081967213,0.631578947368421,0.11538461538461539,0.7115384615384616,0.0,0.3392857142857143,0.4666666666666667,0.3902439024390244,0.15384615384615385,0.7837837837837838,0.2,0.6304347826086957,0.5606060606060606,0.9038461538461539,0.6122448979591837,0.044444444444444446,0.6875,0.16279069767441862,0.3157894736842105,0.46153846153846156,0.43478260869565216,0.8043478260869565,0.49122807017543857,0.6785714285714286,0.19642857142857142,0.30434782608695654,0.5238095238095238,0.5652173913043478,0.8478260869565217,0.8666666666666667,0.2916666666666667,0.7924528301886793,0.11764705882352941,0.42105263157894735,0.38181818181818183,0.7636363636363637,0.5714285714285714,0.22807017543859648,0.5833333333333334,0.6666666666666666,0.23214285714285715,0.019230769230769232,0.7407407407407407,0.3877551020408163,0.39344262295081966,0.7906976744186046,0.8571428571428571,0.7021276595744681,0.6226415094339622,0.3673469387755102,0.2972972972972973,0.4791666666666667,0.25,0.09302325581395349,0.8936170212765957,0.6,0.5681818181818182,0.6271186440677966,0.08771929824561403,0.6511627906976745
9,NegativeLearning,0.5976,0.4024,0.6181818181818182,0.673469387755102,0.26229508196721313,0.5178571428571429,0.3333333333333333,0.6666666666666666,0.5098039215686274,0.54,0.7454545454545455,0.6444444444444445,0.40350877192982454,0.3333333333333333,0.6444444444444445,0.5961538461538461,0.4791666666666667,0.5666666666666667,0.7142857142857143,0.7446808510638298,0.5294117647058824,0.46511627906976744,0.9473684210526315,0.7692307692307693,0.7222222222222222,0.8363636363636363,0.7692307692307693,0.5217391304347826,0.5283018867924528,0.46938775510204084,0.82,0.5769230769230769,0.5526315789473685,0.5660377358490566,0.5185185185185185,0.6346153846153846,0.5918367346938775,0.3181818181818182,0.7547169811320755,0.46808510638297873,0.40816326530612246,0.8043478260869565,0.4918032786885246,0.7719298245614035,0.5769230769230769,0.7307692307692307,0.2857142857142857,0.5892857142857143,0.4888888888888889,0.5853658536585366,0.6730769230769231,0.8648648648648649,0.21666666666666667,0.5869565217391305,0.6515151515151515,0.7884615384615384,0.8163265306122449,0.2,0.9375,0.6744186046511628,0.9122807017543859,0.4230769230769231,0.7608695652173914,0.8260869565217391,0.6842105263157895,0.5714285714285714,0.6428571428571429,0.4782608695652174,0.5952380952380952,0.6739130434782609,0.8913043478260869,0.9111111111111111,0.6666666666666666,0.6981132075471698,0.1568627450980392,0.5789473684210527,0.45454545454545453,0.7636363636363637,0.7678571428571429,0.5087719298245614,0.4791666666666667,0.6,0.35714285714285715,0.6346153846153846,0.8518518518518519,0.5918367346938775,0.45901639344262296,0.5116279069767442,0.8571428571428571,0.7021276595744681,0.6037735849056604,0.3877551020408163,0.7567567567567568,0.5625,0.3269230769230769,0.46511627906976744,0.9148936170212766,0.64,0.4318181818181818,0.4745762711864407,0.22807017543859648,0.627906976744186
