,uni_name,global,error_rate,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
0,pretrain,0.8473333333333334,0.15266666666666662,0.8427339084273391,0.9194282001299545,0.768921634293369,0.767022696929239,0.8437294812869337,0.7293388429752066,0.8881401617250674,0.8782784129119031,0.9295212765957447,0.900198281559815
1,inctrain,0.19686666666666666,0.8031333333333334,0.25680159256801594,0.16244314489928524,0.1507032819825854,0.1315086782376502,0.1726854891661195,0.1797520661157025,0.3376010781671159,0.21587088096839274,0.20611702127659576,0.15730337078651685
2,Coteaching,0.44753333333333334,0.5524666666666667,0.0,0.944769330734243,0.0,0.0,0.17334208798424164,0.8526170798898072,0.8362533692722371,0.7505043712172159,0.9308510638297872,0.0
3,Coteachingplus,0.5885333333333334,0.41146666666666665,0.7863304578633046,0.5912930474333983,0.40522438044206294,0.06341789052069426,0.0,0.8932506887052342,0.7115902964959568,0.831876260928043,0.7978723404255319,0.8215465961665566
4,Decoupling,0.8054,0.1946,0.8221632382216324,0.9116309291747888,0.7026121902210315,0.8297730307076101,0.7767564018384767,0.5661157024793388,0.8820754716981132,0.8587760591795561,0.8643617021276596,0.8301387970918704
5,DISC,0.8324,0.16759999999999997,0.9097544790975448,0.9103313840155945,0.7555257870060281,0.6515353805073432,0.7925147734734077,0.7410468319559229,0.9171159029649596,0.8688634835238735,0.9348404255319149,0.838070059484468
6,ELR,0.8064,0.1936,0.8367617783676178,0.9005847953216374,0.7890154052243804,0.616822429906542,0.7839789888378201,0.7038567493112947,0.7998652291105122,0.8681909885675857,0.8537234042553191,0.9048248512888302
7,GJS,0.8204,0.17959999999999998,0.8898473788984738,0.9291747888239116,0.7206965840589418,0.6161548731642189,0.8305975049244911,0.7348484848484849,0.9043126684636119,0.8567585743106927,0.8656914893617021,0.8499669530733642
8,JoCoR,0.10046666666666666,0.8995333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NegativeLearning,0.8164,0.18359999999999999,0.8599867285998672,0.8648473034437947,0.7508372404554589,0.6275033377837116,0.7078135259356533,0.8285123966942148,0.894878706199461,0.8271687962340283,0.886968085106383,0.9153998678122934
10,PENCIL,0.5696,0.4304,0.5719973457199734,0.7192982456140351,0.4681848626925653,0.335781041388518,0.4727511490479317,0.43732782369146006,0.7068733153638814,0.6200403496973773,0.706781914893617,0.650363516192994
11,FT,0.5333333333333333,0.4666666666666667,0.5335102853351028,0.6790123456790124,0.43268586738111187,0.30240320427236317,0.41168745896257386,0.4297520661157025,0.692722371967655,0.5877605917955615,0.6781914893617021,0.5809649702577661
12,GA,0.2952666666666667,0.7047333333333333,0.33178500331785005,0.2884990253411306,0.20830542531815138,0.16555407209612816,0.21602101116217992,0.26859504132231404,0.4757412398921833,0.38264963012777403,0.34175531914893614,0.2762723066754792
13,GA_l1,0.09146666666666667,0.9085333333333333,0.0,0.5984405458089669,0.0,0.0,0.011162179908076166,0.006887052341597796,0.0330188679245283,0.04505716207128446,0.2047872340425532,0.0
14,wfisher,0.201,0.7989999999999999,0.25746516257465163,0.1663417803768681,0.15271265907568654,0.1328437917222964,0.17596848325673015,0.18457300275482094,0.3497304582210243,0.2178883658372562,0.21409574468085107,0.16060806345009915
15,CRUL,0.8584,0.14159999999999995,0.8825481088254811,0.9317738791423001,0.7796383121232418,0.7863818424566088,0.8430728824688115,0.7265840220385675,0.8975741239892183,0.8769334229993275,0.9315159574468085,0.9213483146067416
