,0,1,2,3
raw,0.9284697437695287,0.9246496351510937,0.9224543508817071,0.9123392368036117
coteaching,0.9284697437695287,0.9300400975679533,0.9273417615660783,0.9240376218449181
contra,0.9284697437695287,0.8765983173474916,0.8538941357990356,0.8513735928867777
