,0,1,2,3
raw,0.9236849277732352,0.8825292995366585,0.8310166257835923,0.789315889888253
coteaching,0.9236849277732352,0.9231398201144726,0.9146906514036522,0.902698282910875
contra,0.9236849277732352,0.8342872717361679,0.7980376124284546,0.7688743526846552
