,accuracy
pretrain,91.07843137254902
inc_train,2.843137254901961
Coteaching,3.5294117647058822
Coteachingplus,2.6470588235294117
Decoupling,3.627450980392157
DISC,19.41176470588235
ELR,15.588235294117647
GJS,22.15686274509804
JoCoR,2.7450980392156863
NegativeLearning,3.9215686274509802
PENCIL,2.7450980392156863
FT,2.7450980392156863
GA,2.450980392156863
GA_l1,2.549019607843137
wfisher,1.8627450980392157
CRUL,25.098039215686274
