,accuracy
pretrain,91.07843137254902
inc_train,10.686274509803921
Coteaching,16.96078431372549
Coteachingplus,14.019607843137255
Decoupling,15.686274509803921
DISC,59.90196078431372
ELR,40.490196078431374
GJS,58.333333333333336
JoCoR,13.627450980392156
NegativeLearning,16.764705882352942
PENCIL,10.980392156862745
FT,10.784313725490197
GA,11.176470588235293
GA_l1,10.882352941176471
wfisher,10.980392156862745
CRUL,60.09803921568628
